transformer_id,date,h2,ch4,c2h4,c2h6,c2h2,co,co2,oil_temp,load_current,ambient_temp,fault_state,total_hydrocarbon,ratio_ch4_h2,ratio_c2h2_c2h4,ratio_c2h4_c2h6,h2_roll7_mean,h2_roll7_std,h2_roll7_max,h2_roll7_min,ch4_roll7_mean,ch4_roll7_std,ch4_roll7_max,ch4_roll7_min,c2h4_roll7_mean,c2h4_roll7_std,c2h4_roll7_max,c2h4_roll7_min,c2h6_roll7_mean,c2h6_roll7_std,c2h6_roll7_max,c2h6_roll7_min,c2h2_roll7_mean,c2h2_roll7_std,c2h2_roll7_max,c2h2_roll7_min,co_roll7_mean,co_roll7_std,co_roll7_max,co_roll7_min,co2_roll7_mean,co2_roll7_std,co2_roll7_max,co2_roll7_min,h2_rate,h2_rate_pct,ch4_rate,ch4_rate_pct,c2h4_rate,c2h4_rate_pct,c2h6_rate,c2h6_rate_pct,c2h2_rate,c2h2_rate_pct,co_rate,co_rate_pct,co2_rate,co2_rate_pct,oil_temp_rate,total_hydrocarbon_rate
1,2024-04-11,3.538,1.003,2.254,14.437,0.867,247.29,230.981,38.18,201.54,1.98,Normal,18.561,0.2834934991520633,0.3846495119787045,0.1561266191036919,7.019571428571429,4.456193774105987,15.301,3.216,0.3591428571428571,0.37270203852918493,1.003,0.0,5.082285714285715,3.7738909944638355,10.814,1.136,33.73171428571429,30.116323014351572,88.489,6.628,0.23042857142857143,0.39507883480931466,0.867,0.0,190.92557142857143,47.721141820151885,247.29,111.148,569.4687142857143,181.8072816104224,735.594,230.981,0.28600000000000003,8.79458794587946,1.003,0.0,-2.9730000000000003,-56.87775014348575,1.1689999999999987,8.810672294241774,0.121,16.219839142091153,136.142,122.48713427142188,-215.961,-48.31969248806333,3.6099999999999994,-0.6799999999999997
1,2024-04-12,4.987,2.079,3.518,11.742,0.564,319.23,193.745,35.59,207.76,0.6,Normal,17.903,0.4168838981351514,0.160318362706083,0.2996082439107477,7.272571428571429,4.249747163347599,15.301,3.252,0.567,0.7548474459562456,2.079,0.0,5.422571428571429,3.4524575236171917,10.814,2.254,22.767857142857142,18.64448766998414,59.299,6.628,0.311,0.39775494968636155,0.867,0.0,204.72785714285715,68.05413593708217,319.23,111.148,502.2798571428571,223.21230627172613,735.594,193.745,1.4490000000000003,40.95534200113059,1.0760000000000003,107.27816550348956,1.2639999999999998,56.07808340727595,-2.6949999999999985,-18.667313153702285,-0.30300000000000005,-34.94809688581316,71.94000000000003,29.091350236564367,-37.23599999999999,-16.1208064732597,-2.5899999999999963,-0.6580000000000013
1,2024-04-13,3.282,4.837,3.174,8.283,0.798,363.006,280.206,31.74,145.03,-1.38,Normal,17.092,1.4737964655697744,0.2514177693761815,0.3831944947482796,6.319,4.295647409490992,15.301,3.252,1.1917142857142855,1.775255072215982,4.837,0.0,5.458714285714286,3.4231040355348883,10.814,2.254,18.762857142857143,18.255711721984184,59.299,6.628,0.425,0.40798897043915294,0.867,0.0,234.14128571428571,86.13636930417232,363.006,111.148,441.31300000000005,216.156118058222,735.594,193.745,-1.705,-34.18889111690395,2.7579999999999996,132.65993265993262,-0.34399999999999986,-9.778283115406477,-3.4590000000000014,-29.458354624425148,0.2340000000000001,41.48936170212768,43.775999999999954,13.712996898787694,86.46100000000001,44.626183901520044,-3.850000000000005,-0.8109999999999999
1,2024-04-14,4.669,3.503,2.192,21.255,0.057,430.647,356.522,33.77,133.2,-0.64,Normal,27.006999999999998,0.7502677232812166,0.026003649635036496,0.10312867560573984,4.800142857142857,1.663991529282469,7.691,3.252,1.6427142857142856,1.919730251388262,4.837,0.0,5.275142857142858,3.578039240914472,10.814,2.192,13.328,5.097291045251428,21.255,6.628,0.43314285714285716,0.3985525597172133,0.867,0.0,270.13228571428573,108.77442135403322,430.647,111.148,387.15985714285716,173.39793866270787,676.066,193.745,1.3869999999999996,42.26081657525897,-1.3339999999999996,-27.579077940872438,-0.9819999999999998,-30.938878386893503,12.972,156.60992394060122,-0.741,-92.85714285714285,67.64100000000002,18.6335763045239,76.31599999999997,27.235676609351678,2.0300000000000047,9.915
1,2024-04-15,10.029,1.164,2.582,25.063,0.0,542.328,493.479,34.02,201.49,-1.93,Normal,28.808999999999997,0.11606341609332933,0.0,0.10302038862067589,5.134142857142857,2.408879644742996,10.029,3.252,1.809,1.8004298560806715,4.837,0.0,4.251571428571429,3.075055872508273,10.814,2.192,14.382285714285715,6.669055748112242,25.063,6.628,0.43314285714285716,0.3985525597172133,0.867,0.0,321.006,141.3755031408671,542.328,111.148,361.076,131.32370840027326,525.657,193.745,5.36,114.79974298565006,-2.3390000000000004,-66.77133885241223,0.3899999999999997,17.791970802919693,3.808,17.91578452128911,-0.057,-100.0,111.68099999999998,25.933305003866273,136.957,38.41474018433645,0.25,1.8019999999999996
1,2024-04-16,4.127,2.344,3.453,16.476,0.741,460.527,661.865,34.03,199.83,-1.9,Normal,23.014,0.5679670462805912,0.21459600347523894,0.20957756737072106,4.840571428571429,2.384996495954299,10.029,3.252,2.132857142857143,1.6330698524120586,4.837,0.0,3.2,1.0462187470441646,5.227,2.192,15.789142857142858,5.733785701976559,25.063,8.283,0.539,0.36096814263865445,0.867,0.0,353.4537142857143,143.95733735232608,542.328,111.148,380.53428571428566,165.43490215561556,661.865,193.745,-5.902,-58.84933692292352,1.18,101.37457044673539,0.871,33.73353989155694,-8.587,-34.261660615249575,0.741,0.0,-81.80099999999999,-15.08330751869717,168.38600000000002,34.12222201957936,0.00999999999999801,-5.794999999999998
1,2024-04-17,5.735,0.588,4.602,15.994,0.563,880.579,646.362,36.92,192.38,4.6,Normal,21.747,0.10252833478639929,0.12233811386353757,0.28773289983743905,5.195285714285714,2.2921946335543235,10.029,3.282,2.2168571428571426,1.5160043347092194,4.837,0.588,3.110714285714286,0.8532793044651712,4.602,2.192,16.178571428571427,5.625566841280496,25.063,8.283,0.5128571428571428,0.3499359124999074,0.867,0.0,463.37242857142854,207.73237240807146,880.579,247.29,409.0228571428571,193.55681308892966,661.865,193.745,1.6080000000000005,38.96292706566515,-1.7559999999999998,-74.91467576791808,1.1490000000000005,33.27541268462208,-0.4819999999999993,-2.925467346443307,-0.17800000000000005,-24.021592442645083,420.05199999999996,91.21115591485407,-15.503000000000043,-2.342320563861217,2.8900000000000006,-1.2669999999999995
1,2024-04-18,4.087,1.006,6.681,26.48,0.719,959.703,616.914,31.12,186.29,0.62,Normal,34.886,0.24614631759236605,0.1076186199670708,0.2523036253776435,5.273714285714286,2.234710325320765,10.029,3.282,2.217285714285714,1.5156043584750511,4.837,0.588,3.7431428571428573,1.504533862316545,6.681,2.192,17.899,6.736087539019489,26.48,8.283,0.4917142857142857,0.3288057756415451,0.798,0.0,565.1457142857142,253.6612700957152,959.703,319.23,464.1561428571429,189.3090548049481,661.865,193.745,-1.6480000000000006,-28.735832606800354,0.41800000000000004,71.08843537414967,2.0789999999999997,45.17601043024771,10.486,65.56208578216832,0.15600000000000003,27.708703374777983,79.12400000000002,8.98545161762886,-29.44799999999998,-4.555960901166835,-5.800000000000001,13.139000000000003
1,2024-04-19,1.364,0.848,16.77,46.349,0.0,860.667,1939.634,37.4,202.58,4.44,Thermal Fault 150-300℃,63.967,0.6217008797653958,0.0,0.3618201039936137,4.756142857142857,2.686139759864295,10.029,1.364,2.0414285714285714,1.6032092665590953,4.837,0.588,5.636285714285714,5.133908865386611,16.77,2.192,22.842857142857138,12.05992702339131,46.349,8.283,0.41114285714285714,0.3741200469419001,0.798,0.0,642.4938571428572,248.67763102487282,959.703,363.006,713.5688571428572,560.2816725827669,1939.634,280.206,-2.723,-66.62588695864937,-0.15800000000000003,-15.705765407554676,10.088999999999999,151.01032779524022,19.868999999999996,75.03398791540783,-0.719,-100.0,-99.03599999999994,-10.319442577547424,1322.72,214.40913968559636,6.279999999999998,29.080999999999996
1,2024-04-20,1.966,0.483,43.395,146.189,0.0,2034.496,1152.835,30.17,130.78,-1.19,Thermal Fault 150-300℃,190.067,0.245676500508647,0.0,0.2968417596399182,4.568142857142857,2.8477029590280556,10.029,1.364,1.4194285714285715,1.1050619676655933,3.503,0.483,11.382142857142858,14.981631279988298,43.395,2.192,42.543714285714294,46.82959561258345,146.189,15.994,0.29714285714285715,0.357818123526198,0.741,0.0,881.2781428571428,552.4904739348991,2034.496,430.647,838.2301428571428,544.6499856193359,1939.634,356.522,0.6019999999999999,44.1348973607038,-0.365,-43.04245283018868,26.625000000000004,158.76565295169948,99.84,215.40917819154677,0.0,0.0,1173.8290000000002,136.38596576840987,-786.799,-40.56430233745129,-7.229999999999997,126.10000000000001
1,2024-04-21,5.169,4.524,34.209,284.447,0.0,998.316,787.331,34.22,145.02,3.34,Thermal Fault 150-300℃,323.18,0.8752176436448057,0.0,0.12026493511972354,4.639571428571428,2.8569102107663364,10.029,1.364,1.5652857142857144,1.4419399795975922,4.524,0.483,15.956000000000001,16.516966791756893,43.395,2.582,80.14257142857143,101.0992400447157,284.447,15.994,0.289,0.36477481638219855,0.741,0.0,962.3737142857143,515.7629193546566,2034.496,460.527,899.7742857142857,503.9669066879008,1939.634,493.479,3.2029999999999994,162.9196337741607,4.041,836.6459627329194,-9.186,-21.168337366055994,138.258,94.57483121165068,0.0,0.0,-1036.18,-50.93054987574318,-365.504,-31.70479730403744,4.049999999999997,133.113
1,2024-04-22,10.032,4.865,30.169,424.479,0.921,510.021,1469.8,37.46,207.77,-0.99,Thermal Fault 150-300℃,460.43399999999997,0.4849481658692185,0.03052802545659452,0.07107300950105895,4.640000000000001,2.8578535068590667,10.032,1.364,2.0940000000000003,1.8817304978839737,4.865,0.483,19.897,16.079418926068193,43.395,3.453,137.202,160.24445188315673,424.479,15.994,0.42057142857142854,0.40683528900643856,0.921,0.0,957.7584285714286,520.2729738454154,2034.496,460.527,1039.2487142857142,507.86768296401567,1939.634,616.914,4.863,94.08009286128846,0.3410000000000002,7.5375773651635765,-4.040000000000003,-11.809757666111265,140.03199999999998,49.229557703192505,0.921,0.0,-488.295,-48.91186758501316,682.4689999999999,86.68133224780937,3.240000000000002,137.25399999999996
1,2024-04-23,1.908,0.665,22.624,327.12,1.294,302.337,661.756,34.15,200.93,-3.66,Thermal Fault 150-300℃,351.703,0.3485324947589099,0.0571958981612447,0.06916116409880166,4.323,3.0414139255725563,10.032,1.364,1.854142857142857,1.9503110374648305,4.865,0.483,22.635714285714283,14.351618836845384,43.395,4.602,181.5797142857143,164.20419966585737,424.479,15.994,0.49957142857142856,0.5179455753721804,1.294,0.0,935.1598571428573,548.1585979958805,2034.496,302.337,1039.2331428571429,507.8811836490985,1939.634,616.914,-8.124,-80.98086124401914,-4.2,-86.33093525179856,-7.545000000000002,-25.009115317047304,-97.35899999999998,-22.936116981052063,0.373,40.49945711183496,-207.68400000000003,-40.72067620745028,-808.044,-54.97645938222887,-3.3100000000000023,-108.731
1,2024-04-24,1.642,0.778,7.224,143.236,1.784,845.878,729.922,35.33,213.68,2.76,Thermal Fault 150-300℃,153.022,0.4738124238733253,0.2469545957918051,0.05043424837331398,3.738285714285715,3.11720958092788,10.032,1.364,1.8812857142857144,1.9309793468846936,4.865,0.483,23.010285714285715,13.827133587193524,43.395,6.681,199.7571428571429,149.17372110554922,424.479,26.48,0.674,0.712081690070271,1.784,0.0,930.2025714285716,548.8908890689954,2034.496,302.337,1051.1702857142857,497.9939693037503,1939.634,616.914,-0.266,-13.941299790356396,0.11299999999999999,16.992481203007518,-15.399999999999999,-68.06930693069306,-183.88400000000001,-56.21301051601859,0.49,37.867078825347754,543.541,179.77984831495982,68.16600000000005,10.300775512424527,1.1799999999999997,-198.68099999999998
1,2024-04-25,1.503,1.912,25.177,143.257,0.744,526.069,811.022,34.09,196.74,-2.02,Thermal Fault 150-300℃,171.09,1.2721224218230207,0.029550780474242363,0.17574708391212993,3.3691428571428577,3.22032629964581,10.032,1.364,2.0107142857142857,1.8925134710472309,4.865,0.483,25.65257142857143,11.80617847932659,43.395,7.224,216.43957142857147,132.12113656017485,424.479,46.349,0.6775714285714286,0.7124076214132041,1.784,0.0,868.2548571428571,569.1043082117221,2034.496,302.337,1078.9,474.6398773185833,1939.634,661.756,-0.139,-8.4652862362972,1.134,145.75835475578404,17.953,248.5188261351052,0.021000000000015007,0.014661118713183144,-1.04,-58.29596412556054,-319.8090000000001,-37.807934477548784,81.10000000000002,11.11077621992487,-1.2399999999999949,18.068000000000012
1,2024-04-26,10.874,0.258,5.086,96.031,0.185,435.594,1407.123,34.91,212.36,1.82,Thermal Fault 150-300℃,101.56,0.023726319661578076,0.03637436099095556,0.052962064333392345,4.727714285714286,4.115120035279883,10.874,1.503,1.9264285714285716,1.9646890217998758,4.865,0.258,23.983428571428572,13.909808420165762,43.395,5.086,223.537,122.44098952420572,424.479,96.031,0.704,0.686025023839024,1.784,0.0,807.5301428571428,592.2560942422989,2034.496,302.337,1002.827,336.1685312746171,1469.8,661.756,9.371,623.4863606121091,-1.654,-86.50627615062761,-20.091,-79.79902291774239,-47.226,-32.965928366502155,-0.5589999999999999,-75.13440860215053,-90.47499999999997,-17.198314289570373,596.101,73.49997903879303,0.8199999999999932,-69.53
1,2024-04-27,20.539,0.267,5.196,137.373,0.57,109.401,667.425,36.01,147.83,2.2,Thermal Fault 150-300℃,143.40599999999998,0.012999659184965187,0.10969976905311778,0.03782402655543666,7.381,7.00827477581561,20.539,1.503,1.8955714285714287,1.99263517794426,4.865,0.258,18.52642857142857,12.440545578298176,34.209,5.086,222.27757142857146,123.41069251602838,424.479,96.031,0.7854285714285714,0.6190998457822608,1.784,0.0,532.5165714285714,304.71722444087794,998.316,109.401,933.4827142857142,349.8541077667062,1469.8,661.756,9.665000000000001,88.88173625160934,0.009000000000000008,3.4883720930232585,0.10999999999999943,2.162799842705455,41.341999999999985,43.05068155074922,0.38499999999999995,208.10810810810807,-326.193,-74.88464028430143,-739.6980000000001,-52.56811238249962,1.1000000000000014,41.845999999999975
1,2024-04-28,83.819,0.399,6.043,121.115,0.444,74.607,2438.948,29.88,147.23,-0.78,Thermal Fault 150-300℃,128.00099999999998,0.004760257220916499,0.0734734403441999,0.049894728150930934,18.616714285714288,29.57724762783203,83.819,1.503,1.3062857142857145,1.6695236560454116,4.865,0.258,14.502714285714285,10.993665232218744,30.169,5.086,198.94442857142855,125.12591876699929,424.479,96.031,0.8488571428571429,0.543326307287321,1.784,0.185,400.55814285714285,267.0631639009947,845.878,74.607,1169.4279999999999,656.9831984500564,2438.948,661.756,63.28,308.0967914698865,0.132,49.43820224719101,0.8470000000000004,16.30100076982295,-16.257999999999996,-11.834931172792322,-0.12599999999999995,-22.10526315789473,-34.794,-31.80409685469054,1771.523,265.4265273251676,-6.129999999999999,-15.405000000000001
1,2024-04-29,83.442,0.333,17.099,44.626,0.766,355.195,1339.88,34.5,200.59,1.24,Thermal Fault 150-300℃,62.82399999999999,0.003990796002013375,0.04479794140008188,0.3831622820777126,29.10385714285714,37.87620329190248,83.819,1.503,0.6588571428571429,0.587728233276635,1.912,0.258,12.635571428571428,8.775616651782801,25.177,5.086,144.67971428571428,87.8205492803635,327.12,44.626,0.8267142857142858,0.5430545443095364,1.784,0.185,378.44014285714286,262.8648756949907,845.878,74.607,1150.8680000000002,648.8683442468636,2438.948,661.756,-0.37700000000000955,-0.4497786897958811,-0.066,-16.541353383458645,11.056000000000001,182.9554856859176,-76.489,-63.15402716426537,0.322,72.52252252252252,280.58799999999997,376.08803463481973,-1099.0679999999998,-45.06319937940456,4.620000000000001,-65.17699999999999
1,2024-04-30,117.412,0.0,12.797,38.86,2.353,631.004,2605.186,33.31,203.47,0.81,Normal,54.01,0.0,0.18387121981714466,0.32931034482758625,45.60442857142857,47.88958150738406,117.412,1.503,0.5638571428571428,0.6381518702658546,1.912,0.0,11.231714285714286,7.621573934437374,25.177,5.086,103.49971428571429,45.309124422181824,143.257,38.86,0.978,0.7874462944650047,2.353,0.185,425.39257142857144,276.0292125197725,845.878,74.607,1428.5008571428573,802.3331645911247,2605.186,667.425,33.97000000000001,40.71091296948781,-0.333,-100.0,-4.302,-25.159366044797938,-5.765999999999998,-12.920718863442831,1.5870000000000002,207.18015665796347,275.809,77.65002322667831,1265.306,94.43427769651012,-1.1899999999999977,-8.813999999999993
1,2024-05-01,102.605,0.0,9.054,9.373,2.994,635.555,3374.267,34.85,199.12,5.55,Normal,21.421,0.0,0.3306825712392313,0.9659660727621894,60.02771428571429,47.64560826810899,117.412,1.503,0.45271428571428574,0.6619460487294792,1.912,0.0,11.493142857142857,7.491468334680709,25.177,5.086,84.37642857142859,53.2892516988092,143.257,9.373,1.150857142857143,1.0743907465119367,2.994,0.185,395.34642857142853,230.28736136391075,635.555,74.607,1806.2644285714284,1013.3679237876131,3374.267,667.425,-14.807000000000002,-12.611147071849556,0.0,0.0,-3.7430000000000003,-29.249042744393215,-29.487000000000002,-75.88008234688627,0.641,27.24181895452614,4.550999999999931,0.7212315611311387,769.0809999999997,29.52115511138167,1.5399999999999991,-32.589
1,2024-05-02,59.427,0.0,6.386,7.645,3.2,547.817,3004.9,34.96,186.07,2.93,Normal,17.230999999999998,0.0,0.5010961478233636,0.8353172007848267,68.30257142857144,40.2420380814936,117.412,10.874,0.17957142857142858,0.17427072535077173,0.399,0.0,8.808714285714286,4.566626242434911,17.099,5.086,65.00328571428572,52.96543821120291,137.373,7.645,1.5017142857142858,1.2972818653227365,3.2,0.185,398.4532857142857,232.4811567150582,635.555,74.607,2119.6755714285714,993.321131689521,3374.267,667.425,-43.178000000000004,-42.08176989425467,0.0,0.0,-2.668,-29.46763861276784,-1.7279999999999998,-18.435932999039796,0.20599999999999996,6.880427521710085,-87.73799999999994,-13.804942137187176,-369.36699999999973,-10.946584843463773,0.10999999999999943,-4.190000000000001
1,2024-05-03,61.812,0.0,8.812,4.753,3.609,1027.185,1581.256,35.27,191.27,3.45,Normal,17.174,0.0,0.4095551520653654,1.8539869556069848,75.57942857142858,31.858928433837523,117.412,20.539,0.14271428571428574,0.1820290400693521,0.399,0.0,9.341,4.267758271817491,17.099,5.196,51.963571428571434,55.24063224311465,137.373,4.753,1.9908571428571429,1.3619675018848565,3.609,0.444,482.9662857142857,333.7194268327384,1027.185,74.607,2144.5517142857143,974.5044838642713,3374.267,667.425,2.384999999999998,4.0133272754808385,0.0,0.0,2.4259999999999993,37.98935170685874,-2.8919999999999995,-37.82864617396991,0.4089999999999998,12.781249999999995,479.36799999999994,87.50513401373084,-1423.644,-47.37741688575327,0.3100000000000023,-0.05699999999999861
1,2024-05-04,74.936,0.114,14.689,0.772,1.732,632.986,1269.309,35.15,147.21,1.8,Normal,17.307000000000002,0.0015212981744421906,0.11791136224385594,19.02720207253886,83.35042857142857,20.969001175204177,117.412,59.427,0.12085714285714287,0.17360916697323678,0.399,0.0,10.697142857142856,4.2392762522460234,17.099,6.043,32.44914285714286,42.75761285599149,121.115,0.772,2.156857142857143,1.2237247005994214,3.609,0.444,557.7641428571428,292.1197788079566,1027.185,74.607,2230.5351428571425,839.6773550359335,3374.267,1269.309,13.12400000000001,21.232123212321248,0.114,0.0,5.877000000000001,66.69314571039493,-3.981,-83.75762676204502,-1.877,-52.00886672208368,-394.19899999999996,-38.37663127868885,-311.9470000000001,-19.72779866131734,-0.12000000000000455,0.13300000000000267
